Date,Close,High,Low,Open,Volume,MA7,Lag1,Lag2,Volatility,Target
2025-12-08,1610.800048828125,1630.0,1600.199951171875,1617.0999755859375,7550413,1584.05712890625,1616.199951171875,1597.5999755859375,0.007431149888649493,1599.0
2025-12-09,1599.0,1606.9000244140625,1582.4000244140625,1601.199951171875,6957599,1589.6142752511162,1610.800048828125,1616.199951171875,0.008101969307000953,1584.800048828125
2025-12-10,1584.800048828125,1608.0,1582.800048828125,1608.0,5116140,1592.5857107979912,1599.0,1610.800048828125,0.009388146620291566,1598.0
2025-12-11,1598.0,1607.4000244140625,1580.5,1598.0,5159319,1597.8714250837054,1584.800048828125,1599.0,0.009487078266741064,1598.199951171875
2025-12-12,1598.199951171875,1601.800048828125,1582.5999755859375,1601.4000244140625,4633912,1600.6571393694196,1598.0,1584.800048828125,0.008846424472131536,1606.800048828125
2025-12-15,1606.800048828125,1610.800048828125,1585.0,1585.0,4190558,1601.971435546875,1598.199951171875,1598.0,0.007879919436349827,1592.9000244140625
2025-12-16,1592.9000244140625,1603.0,1585.5999755859375,1600.0,5499258,1598.6428745814733,1606.800048828125,1598.199951171875,0.006921017213430001,1602.0
2025-12-17,1602.0,1606.9000244140625,1586.0,1587.199951171875,4817628,1597.3857247488838,1592.9000244140625,1606.800048828125,0.007464578813281012,1626.800048828125
2025-12-18,1626.800048828125,1630.0,1606.699951171875,1610.5,6577293,1601.3571602957588,1602.0,1592.9000244140625,0.008949813801480726,1638.699951171875
2025-12-19,1638.699951171875,1654.9000244140625,1629.800048828125,1650.0,13149023,1609.0571463448662,1626.800048828125,1602.0,0.007492252200481161,1689.5999755859375
2025-12-22,1689.5999755859375,1693.199951171875,1664.0,1664.0,23098923,1622.142857142857,1638.699951171875,1626.800048828125,0.01251382479959343,1668.300048828125
2025-12-23,1668.300048828125,1679.0,1656.4000244140625,1679.0,6593060,1632.1571568080358,1689.5999755859375,1638.699951171875,0.014609237380190099,1663.4000244140625
2025-12-24,1663.4000244140625,1667.5999755859375,1652.5,1661.0,4271167,1640.2428676060267,1668.300048828125,1689.5999755859375,0.015023362007995207,1656.0999755859375
2025-12-26,1656.0999755859375,1668.800048828125,1651.699951171875,1663.4000244140625,2006491,1649.2714320591517,1663.4000244140625,1668.300048828125,0.014450834960213361,1644.699951171875
2025-12-29,1644.699951171875,1673.0999755859375,1637.0999755859375,1658.0,4062817,1655.3714250837054,1656.0999755859375,1663.4000244140625,0.015207977920262034,1621.5999755859375
2025-12-30,1621.5999755859375,1647.9000244140625,1616.800048828125,1647.0,9395937,1654.6285574776787,1644.699951171875,1656.0999755859375,0.01553965616524707,1615.4000244140625
2025-12-31,1615.4000244140625,1628.5999755859375,1609.199951171875,1621.0,6538656,1651.2999965122767,1621.5999755859375,1644.699951171875,0.015189715642530823,1629.800048828125
2026-01-01,1629.800048828125,1639.5999755859375,1614.0999755859375,1615.4000244140625,3658165,1642.7571498325892,1615.4000244140625,1621.5999755859375,0.007558163881771404,1640.4000244140625
2026-01-02,1640.4000244140625,1643.5,1627.5,1635.9000244140625,2524526,1638.7714320591517,1629.800048828125,1615.4000244140625,0.007845039489251757,1606.4000244140625
2026-01-05,1606.4000244140625,1637.0,1583.0999755859375,1637.0,5917885,1630.6285749162946,1640.4000244140625,1629.800048828125,0.010490857107620882,1612.199951171875
2026-01-06,1612.199951171875,1619.9000244140625,1599.0,1600.0999755859375,4466729,1624.357142857143,1606.4000244140625,1640.4000244140625,0.010982684869679628,1639.0
2026-01-07,1639.0,1642.0,1615.0,1615.0,4508079,1623.5428641183037,1612.199951171875,1606.4000244140625,0.013237396124123479,1613.300048828125
2026-01-08,1613.300048828125,1644.300048828125,1608.5999755859375,1638.9000244140625,3942131,1622.3571602957588,1639.0,1612.199951171875,0.01352910890990295,1614.0999755859375
2026-01-09,1614.0999755859375,1631.300048828125,1607.0,1610.0,6816681,1622.1714390345983,1613.300048828125,1639.0,0.013458785799381054,1595.9000244140625
2026-01-12,1595.9000244140625,1613.300048828125,1592.5999755859375,1610.0999755859375,6985362,1617.328578404018,1614.0999755859375,1613.300048828125,0.013383954618306805,1599.0
2026-01-13,1599.0,1618.0,1586.4000244140625,1618.0,8080618,1611.4142892020088,1595.9000244140625,1614.0999755859375,0.01295268261274983,1599.800048828125
2026-01-14,1599.800048828125,1617.0,1583.0999755859375,1588.0,7557157,1610.471435546875,1599.0,1595.9000244140625,0.01052460218774928,1599.800048828125
2026-01-15,1599.800048828125,1599.800048828125,1599.800048828125,1599.800048828125,0,1608.7000209263392,1599.800048828125,1599.0,0.01037466909764292,1689.800048828125
